Temperature ,Humidity,Soil moisture,Solar Radiation,Plant Mood
29.09,80.62,466.7,329.24,Happy 😊
23.56,90.54,513.58,340.95,Happy 😊
31.75,85.22,467.61,78.65,Too Dark 🌑
26.93,79.93,427.91,483.66,Happy 😊
26.27,86.91,181.77,462.89,Thirsty 🥵
28.81,89.56,600.89,503.71,Happy 😊
24.02,73.8,286.6,112.81,Stressed 😣
19.51,63.04,689.69,560.68,Happy 😊
20.54,75.9,574.76,222.28,Happy 😊
26.88,80.89,404.64,381.1,Happy 😊
23.51,79.35,238.66,498.12,Thirsty 🥵
29.33,87.83,187.12,701.75,Thirsty 🥵
26.15,75.72,669.89,85.44,Too Dark 🌑
27.83,75.73,505.77,633.91,Happy 😊
20.54,71.62,670.92,717.29,Happy 😊
19.61,93.69,615.67,668.8,Happy 😊
19.05,82.5,373.8,398.41,Happy 😊
27.83,63.33,430.18,110.15,Too Dark 🌑
18.47,83.74,630.95,477.71,Happy 😊
22.46,76.68,691.82,315.97,Happy 😊
26.91,84.25,533.36,366.54,Happy 😊
18.27,87.68,663.96,639.69,Happy 😊
29.9,63.5,232.0,258.0,Thirsty 🥵
29.8,67.41,186.72,441.05,Thirsty 🥵
29.63,91.56,385.72,144.84,Too Dark 🌑
18.37,61.94,589.57,643.09,Happy 😊
23.03,93.55,258.61,164.51,Stressed 😣
24.84,79.9,137.95,102.08,Stressed 😣
26.9,66.33,541.02,374.42,Happy 😊
23.66,73.31,231.27,616.99,Thirsty 🥵
25.37,77.76,299.64,607.91,Thirsty 🥵
24.4,80.04,230.72,66.95,Stressed 😣
24.47,77.51,281.4,570.56,Thirsty 🥵
25.82,75.96,666.2,269.65,Happy 😊
27.55,65.56,273.0,55.62,Stressed 😣
20.83,75.51,598.52,208.43,Happy 😊
23.95,88.61,683.14,435.19,Happy 😊
23.69,69.75,571.74,225.0,Happy 😊
28.5,77.8,265.0,5.0,Stressed 😣
26.45,65.52,329.27,420.24,Thirsty 🥵
30.74,87.74,124.84,495.18,Thirsty 🥵
29.18,71.37,216.41,159.78,Stressed 😣
23.86,78.77,320.94,471.3,Thirsty 🥵
28.6,91.73,687.86,476.83,Happy 😊
20.49,69.33,303.61,349.82,Thirsty 🥵
28.36,94.07,200.93,313.83,Thirsty 🥵
25.75,74.44,354.94,357.32,Happy 😊
31.21,94.46,179.79,479.61,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
26.92,88.85,151.6,38.77,Stressed 😣
29.48,63.26,334.66,456.98,Thirsty 🥵
23.15,86.63,322.62,33.52,Stressed 😣
18.01,94.94,587.67,248.24,Happy 😊
25.61,64.03,191.7,474.35,Thirsty 🥵
25.2,80.84,505.23,110.91,Too Dark 🌑
21.04,63.44,651.92,208.12,Happy 😊
30.99,86.0,561.94,745.29,Happy 😊
21.26,75.6,450.46,641.57,Happy 😊
27.52,77.15,651.1,147.88,Too Dark 🌑
25.2,60.29,652.21,437.83,Happy 😊
28.8,78.2,265.0,43.0,Stressed 😣
31.29,93.73,563.61,171.79,Too Dark 🌑
29.43,84.53,323.93,607.44,Thirsty 🥵
27.79,73.6,435.96,457.62,Happy 😊
30.48,95.0,510.37,512.94,Happy 😊
30.37,87.98,237.07,537.05,Thirsty 🥵
18.25,71.06,626.42,380.48,Happy 😊
29.9,65.5,232.0,258.0,Thirsty 🥵
28.62,71.81,148.9,106.76,Stressed 😣
27.23,70.69,245.2,60.78,Stressed 😣
29.68,71.34,634.62,494.13,Happy 😊
28.9,85.8,196.0,203.0,Thirsty 🥵
22.03,73.83,696.35,383.17,Happy 😊
29.83,72.18,489.93,23.0,Too Dark 🌑
19.17,88.0,191.45,389.68,Thirsty 🥵
25.3,95.0,230.0,217.0,Thirsty 🥵
20.59,92.67,467.43,530.8,Happy 😊
30.04,86.74,609.68,262.68,Happy 😊
29.73,65.35,588.72,356.54,Happy 😊
20.23,60.18,221.79,427.81,Thirsty 🥵
20.71,80.5,214.2,457.89,Thirsty 🥵
21.73,87.83,662.49,534.88,Happy 😊
27.71,83.41,504.03,295.03,Happy 😊
18.35,72.12,586.03,246.52,Happy 😊
19.3,89.27,289.53,143.66,Stressed 😣
25.82,90.83,553.3,303.63,Happy 😊
18.27,85.78,637.55,115.61,Too Dark 🌑
24.73,62.77,399.52,607.85,Happy 😊
23.58,73.27,157.26,271.63,Thirsty 🥵
20.81,73.95,591.12,718.57,Happy 😊
31.02,60.07,678.12,649.2,Happy 😊
22.59,71.07,272.44,551.33,Thirsty 🥵
22.62,69.68,563.51,682.93,Happy 😊
27.32,66.06,303.87,546.58,Thirsty 🥵
21.63,64.81,213.93,425.56,Thirsty 🥵
18.15,64.25,386.53,331.76,Happy 😊
26.49,60.57,657.58,318.03,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
30.99,71.59,528.4,556.12,Happy 😊
31.54,79.5,489.51,101.01,Too Dark 🌑
20.07,63.0,592.27,298.9,Happy 😊
27.4,60.72,129.02,616.02,Thirsty 🥵
31.52,66.16,244.97,204.13,Thirsty 🥵
27.83,73.06,404.08,707.83,Happy 😊
19.82,65.07,220.37,546.76,Thirsty 🥵
29.56,84.65,404.45,708.45,Happy 😊
18.83,68.49,348.11,186.74,Stressed 😣
22.61,77.53,191.42,349.75,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
21.14,62.09,214.58,261.59,Thirsty 🥵
25.8,93.7,214.0,195.0,Stressed 😣
22.79,74.16,471.1,238.41,Happy 😊
31.91,94.12,397.31,460.45,Happy 😊
25.28,92.56,254.02,239.57,Thirsty 🥵
20.86,79.79,694.75,433.41,Happy 😊
22.9,64.72,437.81,404.79,Happy 😊
29.13,83.86,511.31,521.74,Happy 😊
28.48,68.12,595.77,464.36,Happy 😊
20.71,69.55,539.74,545.66,Happy 😊
29.63,68.22,510.62,554.93,Happy 😊
22.76,60.74,162.86,330.25,Thirsty 🥵
31.23,92.86,462.89,218.77,Happy 😊
18.87,83.03,225.03,409.15,Thirsty 🥵
22.46,83.01,134.88,656.03,Thirsty 🥵
20.16,74.71,464.36,636.59,Happy 😊
27.55,72.51,617.22,394.59,Happy 😊
28.24,83.87,542.8,311.55,Happy 😊
29.49,86.22,438.43,338.95,Happy 😊
31.59,85.74,635.91,327.04,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
26.57,93.66,438.69,268.3,Happy 😊
20.37,87.37,626.27,517.17,Happy 😊
23.6,74.66,519.26,532.39,Happy 😊
22.83,77.02,671.96,490.17,Happy 😊
24.42,67.47,385.64,702.24,Happy 😊
31.06,63.51,423.43,304.06,Happy 😊
23.53,67.56,514.24,148.15,Too Dark 🌑
27.93,65.64,247.01,557.15,Thirsty 🥵
18.13,87.96,311.57,734.49,Thirsty 🥵
24.91,85.04,480.94,73.81,Too Dark 🌑
25.5,80.93,318.68,715.91,Thirsty 🥵
21.1,63.86,551.83,77.52,Too Dark 🌑
27.77,70.14,450.37,353.42,Happy 😊
18.41,67.29,596.19,648.32,Happy 😊
25.37,75.15,576.82,623.54,Happy 😊
20.76,62.2,629.85,618.47,Happy 😊
19.96,69.01,336.54,415.6,Thirsty 🥵
28.36,69.38,376.13,714.31,Happy 😊
18.28,81.95,503.59,645.7,Happy 😊
28.5,79.5,264.0,5.0,Stressed 😣
18.23,62.82,136.17,569.32,Thirsty 🥵
22.21,81.02,420.35,128.03,Too Dark 🌑
26.76,87.83,460.94,634.17,Happy 😊
25.57,65.77,586.29,717.28,Happy 😊
27.53,80.69,560.36,730.08,Happy 😊
22.98,67.98,252.37,350.8,Thirsty 🥵
27.4,90.1,268.0,690.0,Thirsty 🥵
21.63,85.59,439.97,182.36,Too Dark 🌑
29.7,65.18,244.84,201.04,Thirsty 🥵
25.3,95.0,230.0,217.0,Thirsty 🥵
31.2,93.6,567.0,622.0,Happy 😊
29.0,86.7,195.0,792.0,Thirsty 🥵
31.18,83.19,451.79,33.04,Too Dark 🌑
21.75,69.24,462.41,652.03,Happy 😊
29.6,85.7,537.4,356.61,Happy 😊
24.09,65.27,457.04,507.51,Happy 😊
28.3,88.4,232.0,792.0,Thirsty 🥵
24.26,60.66,250.15,609.18,Thirsty 🥵
24.48,76.8,450.37,301.28,Happy 😊
29.94,90.35,598.64,350.47,Happy 😊
24.94,88.61,685.93,506.79,Happy 😊
22.11,75.31,152.36,540.76,Thirsty 🥵
29.08,62.3,176.01,188.22,Stressed 😣
31.25,72.19,453.62,446.82,Happy 😊
24.36,63.46,301.71,638.56,Thirsty 🥵
31.47,67.55,137.36,303.32,Thirsty 🥵
23.16,70.65,648.02,205.54,Happy 😊
31.65,70.53,561.76,325.05,Happy 😊
21.88,88.18,350.13,488.94,Happy 😊
31.2,75.13,172.26,179.85,Stressed 😣
23.29,87.26,529.93,335.02,Happy 😊
24.06,93.74,568.47,182.9,Too Dark 🌑
19.92,67.69,128.96,598.15,Thirsty 🥵
28.61,77.7,483.33,107.19,Too Dark 🌑
25.69,66.51,479.19,267.8,Happy 😊
29.03,78.77,210.62,154.47,Stressed 😣
28.67,78.29,225.48,442.05,Thirsty 🥵
28.6,78.3,265.0,43.0,Stressed 😣
30.0,62.0,237.0,258.0,Thirsty 🥵
18.5,94.24,579.07,515.62,Happy 😊
26.95,88.12,602.69,178.04,Too Dark 🌑
25.96,67.37,277.45,143.3,Stressed 😣
30.54,69.13,427.07,60.12,Too Dark 🌑
19.65,88.5,484.16,706.54,Happy 😊
22.78,66.99,368.64,600.28,Happy 😊
22.04,84.57,425.92,233.41,Happy 😊
28.18,85.77,384.31,93.32,Too Dark 🌑
23.92,90.15,698.42,402.87,Happy 😊
27.04,70.05,149.23,544.79,Thirsty 🥵
27.85,92.27,619.06,53.79,Too Dark 🌑
27.33,64.82,401.88,34.12,Too Dark 🌑
20.27,73.11,370.85,672.23,Happy 😊
18.96,71.01,175.86,20.2,Stressed 😣
19.08,70.75,553.45,476.77,Happy 😊
28.5,82.6,237.0,804.0,Thirsty 🥵
21.19,72.29,532.7,4.77,Too Dark 🌑
27.4,83.9,213.0,642.0,Thirsty 🥵
28.7,78.5,265.0,43.0,Stressed 😣
28.5,78.0,264.0,5.0,Stressed 😣
25.4,74.98,568.18,204.84,Happy 😊
21.97,88.16,527.35,455.71,Happy 😊
21.88,88.01,283.17,408.67,Thirsty 🥵
27.75,64.88,458.97,195.85,Too Dark 🌑
30.62,77.68,558.73,513.73,Happy 😊
21.17,60.07,640.43,644.52,Happy 😊
28.3,88.4,232.0,732.0,Thirsty 🥵
19.07,94.58,462.26,391.99,Happy 😊
19.11,80.93,256.43,469.73,Thirsty 🥵
23.36,85.52,205.78,247.47,Thirsty 🥵
23.55,61.79,444.46,299.96,Happy 😊
30.91,93.68,681.93,376.4,Happy 😊
21.89,78.96,364.04,109.15,Too Dark 🌑
29.08,77.38,491.0,330.11,Happy 😊
27.61,87.2,448.32,638.13,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
19.4,85.74,574.89,374.94,Happy 😊
27.91,65.24,391.35,96.11,Too Dark 🌑
22.49,89.98,495.16,358.76,Happy 😊
28.59,78.88,453.26,242.83,Happy 😊
31.53,94.73,228.91,72.87,Stressed 😣
29.39,77.93,495.29,440.08,Happy 😊
31.7,61.33,536.99,166.63,Too Dark 🌑
18.81,82.29,387.94,297.37,Happy 😊
20.92,60.77,679.33,106.17,Too Dark 🌑
30.02,83.95,429.37,125.45,Too Dark 🌑
19.47,78.73,585.81,725.17,Happy 😊
26.66,64.95,462.17,733.05,Happy 😊
25.83,60.49,582.2,267.12,Happy 😊
31.67,94.54,288.19,44.95,Stressed 😣
26.72,88.3,362.29,198.7,Too Dark 🌑
23.61,90.51,336.76,629.49,Thirsty 🥵
24.52,61.66,624.6,318.85,Happy 😊
24.09,68.45,188.41,671.43,Thirsty 🥵
28.7,79.0,264.0,43.0,Stressed 😣
27.79,86.7,471.59,157.79,Too Dark 🌑
31.98,64.21,530.64,70.01,Too Dark 🌑
25.77,75.16,693.28,462.18,Happy 😊
26.21,60.87,620.04,102.71,Too Dark 🌑
28.49,79.24,410.06,59.16,Too Dark 🌑
24.86,85.72,409.01,85.88,Too Dark 🌑
26.16,74.01,166.52,70.17,Stressed 😣
21.89,77.34,504.08,696.11,Happy 😊
26.06,72.47,679.62,271.69,Happy 😊
21.99,78.27,308.15,572.12,Thirsty 🥵
24.39,92.22,666.27,663.86,Happy 😊
27.13,94.67,557.08,657.78,Happy 😊
25.73,88.47,650.86,379.26,Happy 😊
19.4,89.05,561.72,111.67,Too Dark 🌑
21.98,72.3,120.98,748.47,Thirsty 🥵
31.44,60.16,127.69,65.07,Stressed 😣
29.82,64.2,491.04,249.23,Happy 😊
21.25,75.61,223.8,679.82,Thirsty 🥵
20.91,74.03,350.99,324.04,Happy 😊
28.68,69.01,502.79,605.37,Happy 😊
22.06,63.74,505.7,150.48,Too Dark 🌑
18.13,81.33,352.39,162.42,Too Dark 🌑
24.05,78.99,255.42,198.79,Stressed 😣
25.4,82.22,363.45,194.2,Too Dark 🌑
21.36,61.67,644.12,110.27,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
19.17,71.33,376.15,269.57,Happy 😊
27.24,66.15,388.65,665.62,Happy 😊
20.23,70.51,486.23,232.15,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
27.1,82.26,121.17,148.14,Stressed 😣
31.43,69.58,415.34,478.74,Happy 😊
30.59,73.22,562.02,695.41,Happy 😊
27.89,75.32,570.1,390.7,Happy 😊
28.7,77.6,265.0,43.0,Stressed 😣
23.9,88.45,350.64,20.31,Too Dark 🌑
25.12,77.57,661.59,563.18,Happy 😊
29.42,87.95,355.07,9.82,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
28.9,86.3,196.0,203.0,Thirsty 🥵
28.24,81.18,293.1,547.81,Thirsty 🥵
18.02,85.83,695.03,203.81,Happy 😊
18.34,93.48,202.15,453.78,Thirsty 🥵
28.85,77.22,492.51,7.57,Too Dark 🌑
31.72,82.28,570.54,125.32,Too Dark 🌑
25.34,90.18,317.35,400.33,Thirsty 🥵
22.17,76.47,170.99,442.59,Thirsty 🥵
28.61,72.24,384.13,227.01,Happy 😊
24.91,93.69,223.25,631.54,Thirsty 🥵
21.69,83.26,503.97,519.83,Happy 😊
30.55,91.84,593.04,422.32,Happy 😊
29.4,80.7,306.0,622.0,Thirsty 🥵
21.87,77.02,207.59,311.18,Thirsty 🥵
28.9,86.0,196.0,732.0,Thirsty 🥵
30.03,84.19,594.1,94.39,Too Dark 🌑
30.85,74.16,389.53,119.18,Too Dark 🌑
31.77,78.97,315.17,555.16,Thirsty 🥵
18.52,69.34,216.2,412.11,Thirsty 🥵
28.9,85.8,196.0,792.0,Thirsty 🥵
19.45,81.03,125.7,731.55,Thirsty 🥵
18.69,69.01,658.19,434.12,Happy 😊
31.2,74.29,214.92,567.54,Thirsty 🥵
28.34,94.42,196.82,204.03,Thirsty 🥵
27.8,67.41,277.77,307.75,Thirsty 🥵
28.36,64.56,211.29,409.9,Thirsty 🥵
29.21,67.03,383.68,457.04,Happy 😊
22.59,90.5,255.41,650.23,Thirsty 🥵
31.43,72.13,431.86,548.12,Happy 😊
26.79,84.01,554.34,41.36,Too Dark 🌑
19.63,63.19,484.02,353.84,Happy 😊
18.2,82.74,510.17,300.69,Happy 😊
26.55,65.49,399.79,447.94,Happy 😊
24.51,90.32,260.14,478.42,Thirsty 🥵
23.65,75.3,345.24,620.71,Thirsty 🥵
18.24,93.13,482.1,167.85,Too Dark 🌑
27.32,92.08,345.45,360.33,Thirsty 🥵
18.41,83.77,391.2,522.79,Happy 😊
20.17,87.31,656.48,122.62,Too Dark 🌑
22.98,70.06,618.5,348.91,Happy 😊
21.49,85.19,630.36,704.62,Happy 😊
20.8,68.13,663.73,240.22,Happy 😊
31.43,87.78,323.02,366.83,Thirsty 🥵
22.06,88.89,673.7,248.37,Happy 😊
23.15,66.12,131.25,369.5,Thirsty 🥵
19.64,70.59,682.66,254.72,Happy 😊
25.01,64.75,572.5,46.06,Too Dark 🌑
28.6,83.2,229.0,804.0,Thirsty 🥵
21.8,80.75,394.0,557.49,Happy 😊
31.65,73.69,472.7,667.16,Happy 😊
29.54,87.34,130.11,105.12,Stressed 😣
18.9,87.76,195.36,332.37,Thirsty 🥵
19.58,78.82,309.24,571.2,Thirsty 🥵
20.11,92.21,645.6,238.99,Happy 😊
25.17,62.16,297.52,43.95,Stressed 😣
26.65,93.35,179.25,28.82,Stressed 😣
24.93,60.05,194.15,745.69,Thirsty 🥵
19.66,85.27,541.35,638.85,Happy 😊
23.11,66.94,450.53,602.04,Happy 😊
24.46,81.11,280.18,566.53,Thirsty 🥵
29.24,87.0,489.57,456.46,Happy 😊
28.71,69.97,447.59,162.15,Too Dark 🌑
18.21,83.52,680.72,263.48,Happy 😊
30.9,68.73,252.91,579.41,Thirsty 🥵
19.12,74.17,232.92,256.31,Thirsty 🥵
22.04,70.92,561.44,432.2,Happy 😊
19.68,64.31,155.52,593.02,Thirsty 🥵
29.49,71.71,446.1,745.3,Happy 😊
22.43,81.18,182.54,596.34,Thirsty 🥵
23.43,66.81,518.45,364.39,Happy 😊
18.11,61.63,570.08,425.36,Happy 😊
26.46,78.34,359.57,45.53,Too Dark 🌑
26.19,76.95,272.47,292.72,Thirsty 🥵
24.4,76.7,211.29,276.33,Thirsty 🥵
22.4,91.65,310.58,701.75,Thirsty 🥵
20.19,76.06,587.09,611.5,Happy 😊
20.25,60.36,680.5,585.3,Happy 😊
29.58,65.07,248.42,421.79,Thirsty 🥵
27.76,64.55,525.83,504.79,Happy 😊
23.94,69.28,447.92,143.53,Too Dark 🌑
26.04,80.25,497.79,288.46,Happy 😊
18.84,77.35,414.73,282.31,Happy 😊
25.74,70.36,482.95,523.85,Happy 😊
18.22,74.19,143.1,333.93,Thirsty 🥵
21.61,60.4,522.19,239.71,Happy 😊
24.56,60.1,313.95,313.08,Thirsty 🥵
29.05,73.78,585.66,347.27,Happy 😊
20.36,82.76,428.42,733.49,Happy 😊
19.66,77.41,239.61,261.13,Thirsty 🥵
23.67,92.44,277.94,398.15,Thirsty 🥵
25.45,76.52,187.98,650.1,Thirsty 🥵
23.62,66.15,282.8,67.43,Stressed 😣
27.72,85.14,150.01,671.92,Thirsty 🥵
26.65,71.52,499.49,160.7,Too Dark 🌑
29.92,64.35,698.83,686.78,Happy 😊
27.49,75.44,251.17,232.31,Thirsty 🥵
24.65,90.15,353.92,557.25,Happy 😊
24.91,91.3,460.06,567.93,Happy 😊
24.34,75.01,592.64,408.34,Happy 😊
27.28,61.19,569.71,406.81,Happy 😊
31.45,71.58,592.48,334.76,Happy 😊
23.03,80.72,379.4,459.36,Happy 😊
28.12,87.96,672.75,745.85,Happy 😊
27.68,90.37,238.88,282.65,Thirsty 🥵
20.4,89.87,204.83,4.96,Stressed 😣
22.87,89.44,489.21,6.73,Too Dark 🌑
28.5,77.3,266.0,5.0,Stressed 😣
21.38,63.18,478.89,472.26,Happy 😊
19.77,69.79,553.72,126.62,Too Dark 🌑
27.36,88.67,675.78,64.38,Too Dark 🌑
23.55,66.96,124.56,179.68,Stressed 😣
29.21,77.79,396.33,259.4,Happy 😊
26.15,89.04,485.41,384.52,Happy 😊
24.33,71.21,480.31,505.4,Happy 😊
31.22,69.62,564.33,71.13,Too Dark 🌑
19.97,63.43,488.73,221.38,Happy 😊
23.74,82.83,314.42,15.36,Stressed 😣
24.69,70.36,521.19,663.07,Happy 😊
31.47,70.84,239.99,87.44,Stressed 😣
31.87,94.02,276.99,104.3,Stressed 😣
30.41,61.21,195.73,263.13,Thirsty 🥵
23.78,60.84,197.71,21.69,Stressed 😣
23.08,92.93,580.61,262.75,Happy 😊
28.7,79.8,265.0,43.0,Stressed 😣
18.83,89.58,394.88,270.89,Happy 😊
25.26,92.32,465.79,54.47,Too Dark 🌑
26.06,87.51,297.64,591.04,Thirsty 🥵
29.51,65.23,495.31,243.61,Happy 😊
19.65,67.91,148.23,431.21,Thirsty 🥵
23.37,64.1,398.9,155.53,Too Dark 🌑
28.83,87.56,574.82,25.5,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
29.77,69.51,359.05,645.47,Happy 😊
19.55,81.3,208.58,531.06,Thirsty 🥵
31.01,83.38,489.5,448.32,Happy 😊
26.53,68.45,482.06,281.54,Happy 😊
28.89,65.27,638.19,155.07,Too Dark 🌑
20.57,79.61,545.53,383.54,Happy 😊
21.34,61.97,145.13,58.52,Stressed 😣
22.39,68.05,345.3,344.7,Thirsty 🥵
20.07,76.5,424.04,66.83,Too Dark 🌑
23.58,61.48,407.97,217.63,Happy 😊
30.15,77.26,322.42,36.51,Stressed 😣
25.02,69.69,215.58,332.7,Thirsty 🥵
29.8,64.05,267.68,67.47,Stressed 😣
27.39,82.72,486.63,610.11,Happy 😊
25.78,91.82,319.59,322.49,Thirsty 🥵
18.75,74.79,173.44,679.27,Thirsty 🥵
29.5,60.41,150.47,305.95,Thirsty 🥵
28.6,78.76,436.99,304.61,Happy 😊
25.45,63.27,121.46,689.3,Thirsty 🥵
27.32,73.5,601.94,493.52,Happy 😊
29.49,72.87,455.22,129.72,Too Dark 🌑
18.17,65.72,533.16,622.95,Happy 😊
28.19,68.7,294.87,696.7,Thirsty 🥵
29.36,75.81,547.08,565.66,Happy 😊
19.5,85.78,396.31,660.44,Happy 😊
22.01,71.27,175.99,542.51,Thirsty 🥵
28.6,80.5,233.0,804.0,Thirsty 🥵
22.35,71.85,182.35,335.94,Thirsty 🥵
18.71,81.27,605.2,68.48,Too Dark 🌑
30.24,78.18,652.03,670.58,Happy 😊
22.79,76.62,428.12,41.63,Too Dark 🌑
25.32,78.43,590.81,250.41,Happy 😊
26.3,60.69,575.29,191.66,Too Dark 🌑
25.28,72.3,659.7,151.22,Too Dark 🌑
25.75,93.39,209.21,622.51,Thirsty 🥵
21.57,73.5,515.82,465.53,Happy 😊
25.81,94.8,230.83,21.83,Stressed 😣
30.06,66.74,238.41,372.79,Thirsty 🥵
22.72,61.03,512.41,315.37,Happy 😊
30.45,81.37,617.06,580.16,Happy 😊
28.82,82.72,136.79,606.88,Thirsty 🥵
31.36,70.94,521.83,220.94,Happy 😊
28.2,70.78,125.91,170.4,Stressed 😣
28.83,92.88,650.17,117.81,Too Dark 🌑
23.23,82.17,563.84,408.54,Happy 😊
18.49,60.92,635.58,50.89,Too Dark 🌑
27.77,94.0,241.94,44.24,Stressed 😣
27.32,74.9,646.36,22.58,Too Dark 🌑
30.57,71.37,196.25,514.27,Thirsty 🥵
20.96,94.06,391.75,6.19,Too Dark 🌑
26.07,90.76,306.77,266.81,Thirsty 🥵
27.6,87.8,558.0,792.0,Happy 😊
28.7,81.6,230.0,804.0,Thirsty 🥵
27.73,85.83,421.7,392.39,Happy 😊
29.04,68.85,515.42,337.69,Happy 😊
18.62,62.17,604.71,61.93,Too Dark 🌑
27.5,83.6,214.0,642.0,Thirsty 🥵
23.29,88.17,397.32,407.83,Happy 😊
31.26,72.29,322.22,182.02,Stressed 😣
28.22,77.33,359.65,401.46,Happy 😊
28.13,63.08,491.1,421.3,Happy 😊
20.33,75.84,220.16,83.5,Stressed 😣
20.9,76.5,232.94,544.89,Thirsty 🥵
27.6,96.0,215.0,203.0,Thirsty 🥵
24.48,83.57,371.3,367.28,Happy 😊
23.73,77.48,429.55,391.14,Happy 😊
29.43,77.12,148.55,593.22,Thirsty 🥵
28.73,82.1,196.05,173.97,Stressed 😣
25.49,75.01,568.33,359.12,Happy 😊
24.81,65.32,578.47,67.9,Too Dark 🌑
28.7,79.0,268.0,43.0,Stressed 😣
30.29,66.77,421.99,495.79,Happy 😊
26.42,70.4,596.81,668.94,Happy 😊
27.42,84.99,326.84,160.29,Stressed 😣
20.04,77.71,247.16,430.68,Thirsty 🥵
26.61,73.89,632.75,645.02,Happy 😊
31.55,90.93,664.44,673.08,Happy 😊
27.31,60.54,160.76,314.89,Thirsty 🥵
27.45,83.12,430.52,475.31,Happy 😊
30.82,68.08,182.43,733.11,Thirsty 🥵
28.6,78.3,266.0,43.0,Stressed 😣
23.94,93.29,315.49,607.49,Thirsty 🥵
28.63,77.28,290.68,338.67,Thirsty 🥵
31.01,60.62,520.35,382.12,Happy 😊
18.62,62.69,610.32,418.93,Happy 😊
27.14,73.9,125.71,18.33,Stressed 😣
28.22,64.08,327.44,438.9,Thirsty 🥵
30.0,78.9,307.0,622.0,Thirsty 🥵
22.01,67.62,400.6,299.66,Happy 😊
22.51,83.54,313.21,66.08,Stressed 😣
28.08,87.67,344.4,495.84,Thirsty 🥵
20.15,60.17,151.2,517.7,Thirsty 🥵
26.27,76.4,130.17,224.38,Thirsty 🥵
28.35,89.29,268.28,64.26,Stressed 😣
18.55,84.2,257.48,21.84,Stressed 😣
24.08,71.81,647.52,591.87,Happy 😊
23.81,60.29,345.98,11.55,Stressed 😣
26.77,82.05,542.01,485.21,Happy 😊
29.0,86.9,213.0,792.0,Thirsty 🥵
22.1,69.71,137.62,378.16,Thirsty 🥵
30.35,73.22,354.63,747.31,Happy 😊
22.24,73.23,156.39,212.54,Thirsty 🥵
24.66,66.54,366.74,687.63,Happy 😊
27.27,62.16,356.57,484.19,Happy 😊
20.32,83.95,570.99,567.5,Happy 😊
28.11,79.4,174.75,180.65,Stressed 😣
21.44,68.22,654.74,253.69,Happy 😊
31.01,89.44,602.91,88.42,Too Dark 🌑
28.9,84.8,503.0,792.0,Happy 😊
27.4,88.5,587.0,642.0,Happy 😊
23.62,65.68,144.49,155.18,Stressed 😣
25.25,71.75,596.38,439.29,Happy 😊
23.8,73.97,262.3,715.58,Thirsty 🥵
29.44,92.23,250.06,591.63,Thirsty 🥵
30.36,87.95,159.54,401.15,Thirsty 🥵
28.82,87.26,498.03,536.85,Happy 😊
24.44,61.86,189.83,490.04,Thirsty 🥵
27.02,81.67,317.35,735.99,Thirsty 🥵
23.64,78.96,515.54,373.64,Happy 😊
31.14,83.79,227.31,410.73,Thirsty 🥵
24.84,60.5,597.16,190.42,Too Dark 🌑
27.4,87.91,283.55,690.14,Thirsty 🥵
21.64,73.36,372.5,172.66,Too Dark 🌑
18.84,93.87,193.75,547.62,Thirsty 🥵
31.47,85.57,653.26,701.98,Happy 😊
31.57,88.15,680.9,204.97,Happy 😊
27.62,64.72,218.36,636.66,Thirsty 🥵
28.41,65.74,340.81,316.27,Thirsty 🥵
31.75,64.93,357.63,439.95,Happy 😊
21.02,68.75,327.42,545.74,Thirsty 🥵
23.12,89.95,698.0,126.28,Too Dark 🌑
26.86,68.96,402.96,305.36,Happy 😊
18.68,60.32,315.5,465.18,Thirsty 🥵
31.39,79.74,298.04,703.28,Thirsty 🥵
31.31,85.82,609.67,528.38,Happy 😊
31.71,87.84,634.51,43.01,Too Dark 🌑
22.49,62.24,405.04,706.79,Happy 😊
25.31,90.79,272.79,42.73,Stressed 😣
20.67,71.17,332.3,292.61,Thirsty 🥵
18.41,87.61,360.54,689.37,Happy 😊
19.03,89.91,503.25,665.4,Happy 😊
25.2,95.0,229.0,217.0,Thirsty 🥵
28.36,72.86,450.4,630.48,Happy 😊
27.43,73.23,420.77,331.35,Happy 😊
26.6,60.94,339.67,619.26,Thirsty 🥵
24.26,79.41,698.73,642.1,Happy 😊
29.34,74.59,621.86,76.73,Too Dark 🌑
18.96,63.08,273.44,517.4,Thirsty 🥵
23.85,92.65,250.86,474.72,Thirsty 🥵
28.25,70.35,518.7,434.11,Happy 😊
20.85,89.03,475.8,304.05,Happy 😊
19.84,77.58,475.67,533.3,Happy 😊
25.5,65.38,265.59,442.09,Thirsty 🥵
18.44,93.82,332.3,428.86,Thirsty 🥵
22.64,71.98,677.2,49.68,Too Dark 🌑
